,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
1/5/2009,18.9,79,6.3,114,1.84,48,1.95,3.22,,7.396695694
1/6/2009,18.4,78,6.25,119,1.79,48.75,1.88,3.36,,6.818183182
1/7/2009,18.1,75,5.85,116,1.79,47.25,1.83,3.36,,6.528926926
1/8/2009,18.3,75.5,5.9,117,1.79,47.75,1.86,3.36,,6.942150149
1/9/2009,17.7,75,5.95,114,1.79,47.25,1.89,3.3,,6.570249248
1/12/2009,16.8,74.5,5.9,115,1.8,46.5,1.88,3.4,,6.322315314
1/13/2009,15.6,71.5,5.75,106,1.75,45,1.85,3.3,,6.322315314
1/14/2009,15.8,74.5,5.7,107,1.74,45.5,1.86,3.3,,6.570249248
1/15/2009,15.4,71,5.65,101,1.69,44,1.84,3.24,,6.528926926
1/16/2009,15.9,72.5,5.8,104,1.71,44.75,1.82,3.22,,6.487604603
1/19/2009,15.8,73,5.7,105,1.73,44.75,1.8,3.3,,6.363637636
1/20/2009,15.7,73.5,5.8,103,1.72,44.5,1.79,3.26,,6.322315314
1/21/2009,15.6,73,5.75,103,1.72,44,1.8,3.28,,6.239670669
1/22/2009,16.2,72.5,5.7,104,1.7,45,1.79,3.28,,
1/23/2009,15.9,72,5.75,102,1.69,44,1.81,3.24,,6.07438138
1/26/2009,16,73,5.75,102,1.71,44.5,1.85,3.24,,5.909092091
1/27/2009,16.5,74.5,5.75,105,1.75,46,1.83,3.3,,5.909092091
1/28/2009,16.7,75.5,5.65,105,1.75,47,1.85,3.34,,5.991736736
1/29/2009,15.9,73.5,5.6,102,1.68,45,1.82,3.32,,5.909092091
1/30/2009,16,75,5.6,100,1.7,45,1.83,3.3,,5.950414413
2/2/2009,15.4,72.5,5.6,99,1.68,43.75,1.8,3.32,,5.950414413
2/3/2009,15.5,73.5,5.75,98,1.68,44.5,1.84,3.34,,5.867769769
2/4/2009,15.4,75,5.85,98,1.68,44.5,1.8,3.34,,5.950414413
2/5/2009,15.5,74,5.85,98.5,1.7,44.75,1.79,3.34,,5.950414413
2/6/2009,16.5,75,5.9,101,1.73,45.75,1.81,3.38,,6.157026025
2/10/2009,16.3,76,5.95,101,1.74,44.75,1.81,3.4,,6.404959959
2/11/2009,16.3,76,6.05,101,1.75,45.25,1.83,3.38,,6.322315314
2/12/2009,16,76.5,5.95,99.5,1.73,45.25,1.81,3.38,,6.115703702
2/13/2009,16.4,77.5,6.05,99.5,1.73,47,1.81,3.4,,6.115703702
2/16/2009,16.3,77.5,6.05,99.5,1.74,47.25,1.79,3.42,,6.115703702
2/17/2009,15.9,76,6.15,98,1.74,45.5,1.76,3.42,,6.033059058
2/18/2009,15.9,77,6.45,99,1.73,46,1.75,3.42,,5.991736736
2/19/2009,15.9,79,6.4,100,1.72,46.75,1.75,3.48,,5.950414413
2/20/2009,15.6,78,6.1,99.5,1.72,45.75,1.73,3.48,,5.950414413
2/23/2009,15.7,78,6.15,99,1.74,45.5,1.65,3.44,,5.950414413
2/24/2009,15.6,77.5,6.3,98.5,1.7,45.25,1.6,3.44,,5.909092091
2/25/2009,15.8,79.5,6.3,100,1.72,45,1.58,3.38,,5.909092091
2/26/2009,15.5,81,6.1,99.5,1.74,45.25,1.61,3.4,,5.826447446
2/27/2009,15.6,80.5,6.05,100,1.71,44.5,1.61,3.38,,5.867769769
3/2/2009,15.1,81.5,6.05,99,1.69,41.5,1.51,3.28,,5.371901901
3/3/2009,15,79,6.25,98,1.66,40.5,1.5,3.24,,5.165290289
3/4/2009,15,79.5,6.35,98,1.65,42,1.53,3.32,,5.413224223
3/5/2009,14.5,80.5,6.4,98,1.66,42,1.56,3.32,,5.289257256
3/6/2009,14.6,82,6.35,99,1.66,41.5,1.55,3.38,,5.289257256
3/9/2009,14.1,83.5,6.2,95.5,1.66,40.75,1.5,3.32,,4.958678678
3/10/2009,14.6,81,6.25,97,1.71,41.25,1.52,3.36,,4.958678678
3/11/2009,14.4,80,6.2,97,1.66,41.25,1.54,3.34,,4.958678678
3/12/2009,14.4,81,5.9,94.5,1.65,41.5,1.59,3.34,,5.082645645
3/13/2009,15,80.5,6.1,95.5,1.67,42.5,1.6,3.32,,5.247934934
3/16/2009,14.9,81,6.15,95.5,1.67,43.25,1.59,3.32,,5.330579579
3/17/2009,14.7,80.5,6.1,95,1.66,42.5,1.57,3.34,,5.371901901
3/18/2009,14.8,82.5,6.15,96,1.68,43.25,1.59,3.32,,5.289257256
3/19/2009,14.9,84.5,6.2,96.5,1.68,43.5,1.59,3.28,,5.371901901
3/20/2009,15.1,82.5,6.15,97,1.7,43.5,1.57,3.34,,5.206612612
3/23/2009,16,82.5,6.25,98.5,1.71,44.75,1.6,3.34,,5.371901901
3/24/2009,16.1,80.5,6.25,98,1.71,45.75,1.58,3.32,,5.661158157
3/25/2009,16,81.5,6.2,98,1.68,45,1.55,3.28,,5.53719119
3/26/2009,16.1,83,6.2,100,1.68,46,1.59,3.32,,5.619835835
3/27/2009,16,83.5,6.25,101,1.69,46.5,1.58,3.36,,5.454546545
3/30/2009,15.2,83.25,6.15,98.5,1.71,45.25,1.57,3.24,,5.289257256
3/31/2009,15.25,82.75,6.3,98.5,1.7,44.75,1.6,3.24,,5.330579579
4/1/2009,15.15,81.5,6.25,99,1.69,45.25,1.7,3.22,,5.206612612
4/2/2009,15.8,82,6.35,103,1.7,48.25,1.8,3.22,,5.371901901
4/3/2009,16.2,80.25,6.2,106.5,1.72,48.75,1.78,3.18,,5.371901901
4/7/2009,16,79.75,6.05,108.5,1.71,50,1.7,3.16,,5.206612612
4/8/2009,16,80,6.15,109.5,1.7,49.75,1.74,3.14,,5.206612612
4/9/2009,16.1,80,6,109,1.7,50,1.68,3.14,,5.123967967
4/10/2009,16.55,81.75,6.15,112,1.7,50.25,1.74,3.18,,5.206612612
4/16/2009,16.3,76.5,5.9,112,1.7,49,1.74,3.16,,5.165290289
4/17/2009,16.9,75.25,5.85,109,1.76,48.25,1.76,3.12,,5.123967967
4/20/2009,17.8,76,5.85,112,1.78,49,1.86,3.16,,5.371901901
4/21/2009,17.65,78,5.95,110.5,1.83,49,1.86,3.16,,5.289257256
4/22/2009,17.35,77.25,5.9,106,1.82,48.25,1.85,3.22,,5.206612612
4/23/2009,17.65,77.5,5.95,106,1.87,48.5,1.86,3.28,,5.206612612
4/24/2009,18,78,5.95,109.5,2.04,49.5,1.9,3.26,,5.578513512
4/27/2009,18.2,78,6,108,2.05,51.75,1.86,3.24,,5.495868868
4/28/2009,18.1,77.75,6.05,108.5,1.96,51.25,1.81,3.22,,5.123967967
4/29/2009,18.5,77.75,6.1,117.5,1.95,52,1.85,3.3,,5.289257256
4/30/2009,18.95,79.5,6.25,121,1.98,52.5,1.87,3.32,,5.289257256
5/4/2009,19.95,80,6.4,120.5,1.98,54.5,1.94,3.44,,5.53719119
5/6/2009,21.2,78.75,6.4,124.5,2.1,55.5,2.15,3.72,,6.322315314
5/7/2009,21.2,79.25,6.4,122,2.1,55.75,2.49,3.76,,6.115703702
5/11/2009,22,78.25,6.2,125,2.07,56,2.4,3.72,,6.033059058
5/12/2009,22,78.25,6.35,130,2.07,56.25,2.46,3.72,,6.157026025
5/13/2009,22.2,77,6.9,129.5,2.03,56,2.65,3.82,,5.950414413
5/14/2009,20.8,77.25,6.45,124,1.97,51.5,2.3,4,,5.702480479
5/15/2009,20.9,77.75,6.6,127,2.04,54.5,2.4,4,,5.619835835
5/18/2009,20.9,78.25,6.55,131,2.03,57,2.41,4.02,,5.826447446
5/19/2009,21.8,79,6.6,136.5,2.02,59,2.49,4.12,,6.115703702
5/20/2009,22,79.5,6.6,137.5,2.01,59.5,2.46,4.12,,6.198348347
5/21/2009,21.4,77.25,6.55,133.5,2.01,58,2.38,4.06,,5.867769769
5/22/2009,21.5,77.75,7,134.5,2.03,57.5,2.38,4.08,,6.033059058
5/25/2009,21.2,78,6.75,133,2.04,56.75,2.33,4.18,,5.909092091
5/26/2009,21,78.5,6.9,131,2.01,56,2.29,4.2,,5.909092091
5/27/2009,21.8,80,7.45,133,2.01,56.5,2.36,4.26,,6.157026025
5/28/2009,21.7,80.75,7.45,131.5,2.04,55.75,2.31,4.24,,6.157026025
5/29/2009,22,81,7.25,131,2.05,56,2.2,4.24,,6.487604603
6/1/2009,23.2,82.25,7.6,136,2.04,57.75,2.24,4.24,,6.446282281
6/2/2009,22.7,81,7.4,134.5,2.01,58.25,2.24,4.2,,6.363637636
6/3/2009,22.6,80,7.55,138,2.01,62,2.26,4.22,,6.652893893
6/4/2009,22.9,80,7.75,145.5,2.02,66.25,2.32,4.28,,6.983472471
6/5/2009,23.1,81,8.2,154.5,2.13,68.75,2.625,4.38,,7.561984983
6/8/2009,22.9,84.75,8.1,158.5,2.13,68,2.675,4.78,,7.31405105
6/9/2009,23.1,86,8.15,159.5,2.26,68,2.725,4.82,,7.231406405
6/10/2009,24.4,87.5,8.2,161.5,2.31,71.5,2.775,4.76,,7.85124124
6/11/2009,25.1,85.5,8.25,160,2.29,74,2.8,4.72,,7.520662661
6/12/2009,25.8,87.5,8.3,159.5,2.3,71.25,2.725,4.76,,7.438018017
6/15/2009,24.7,88,8.6,154,2.27,68,2.65,4.72,,7.14876176
6/16/2009,23.9,87.25,8.25,149,2.24,66.25,2.55,4.5,,6.528926926
6/17/2009,23.4,86.25,7.95,146,2.24,64,2.5,4.6,,6.735538537
6/18/2009,22.5,84.25,7.8,137,2.2,62.75,2.41,4.52,,6.487604603
6/19/2009,23.4,85.75,8.1,140,2.22,65.25,2.6,4.7,,6.694216215
6/22/2009,22.8,86.75,8.15,138,2.21,66.5,2.65,4.72,,6.818183182
6/23/2009,22.2,88.75,8.25,136,2.23,63.25,2.65,4.62,,6.363637636
6/24/2009,22.8,88.75,8.35,141,2.21,65.5,2.6,4.68,,6.446282281
6/25/2009,23.5,88.25,8.75,149.5,2.22,66.5,2.625,4.7,,6.77686086
6/26/2009,23.7,89,8.65,152,2.24,66.25,2.825,4.68,,6.77686086
6/29/2009,23.7,90.75,8.5,158.5,2.24,67.75,2.75,4.76,,6.61157157
6/30/2009,23.4,90.5,8.55,155,2.27,66.25,2.675,4.78,,6.570249248
7/2/2009,22.9,92.25,8.1,148.5,2.26,65,2.625,4.8,,6.446282281
7/3/2009,22.7,91,7.9,148.5,2.27,65,2.675,4.78,,6.446282281
7/8/2009,22.2,91.75,8.05,146.5,2.24,63.5,2.725,4.76,,6.280992992
7/9/2009,22.7,94,8.2,152,2.24,64.5,2.75,4.82,,6.280992992
7/10/2009,21.6,90.5,8.05,150,2.25,63.5,2.65,4.8,,6.115703702
7/13/2009,21.5,89.75,8,150,2.26,62,2.625,4.72,,5.867769769
7/14/2009,22.2,92,8.1,158,2.3,64.5,2.675,4.76,,6.07438138
7/15/2009,22.3,93,8.25,163.5,2.35,66.25,2.7,4.8,,6.07438138
7/16/2009,22.1,91,8.35,161,2.31,65.25,2.675,4.8,,5.909092091
7/17/2009,22.2,92.75,8.3,166.5,2.33,67,2.725,4.82,,6.07438138
7/20/2009,23.7,93,8.5,170,2.37,68.75,2.825,4.9,,6.322315314
7/21/2009,23.3,92.5,8.35,170.5,2.34,67.75,2.875,4.88,,6.322315314
7/22/2009,22.6,89.5,8.15,171,2.34,66.5,2.725,4.8,,6.735538537
7/23/2009,23.2,90.5,8.25,171,2.35,68.75,2.8,4.84,,6.652893893
7/24/2009,23.3,89.5,8.1,171.5,2.34,68.5,3.025,4.86,,6.77686086
7/27/2009,23.6,89,8.1,173.5,2.36,69.75,3,4.88,,6.900827826
7/28/2009,23.8,89,8.1,174,2.36,72,3.15,5.1,,6.942150149
7/29/2009,23.5,87.75,8.2,172.5,2.32,70.75,3.275,5.1,,6.900827826
7/30/2009,24,86.75,8.35,175,2.32,71.75,3.3,5.15,,6.983472471
7/31/2009,23.9,86.5,8.35,184,2.32,72.5,3.2,5.25,,6.983472471
8/3/2009,24.8,87.25,8.35,198,2.32,75.25,3.25,5.25,,7.272728727
8/4/2009,25,87.75,8.3,197,2.31,75,3.225,5.25,,7.14876176
8/5/2009,24.8,91.25,8.35,193,2.28,74,3.275,5.2,,7.066117116
8/6/2009,25.6,90.75,8.5,196,2.26,74.5,3.5,5.45,,7.066117116
8/7/2009,25.1,90.5,8.45,194.5,2.25,73.75,3.7,5.55,,7.107439438
8/10/2009,25.1,90,8.45,192,2.26,73,3.775,5.75,,7.107439438
8/11/2009,25,88.5,8.45,198.5,2.28,71,3.775,5.7,,7.024794793
8/13/2009,25.4,89.5,8.85,199,2.24,72.75,3.85,5.9,,7.520662661
8/14/2009,25,88.5,8.95,200,2.27,72,3.85,5.95,,7.479340339
8/17/2009,23.5,87.75,8.5,191.5,2.23,69.5,3.675,5.7,,7.438018017
8/18/2009,23.7,88.25,8.55,190.5,2.26,71.5,3.6,5.9,,7.355373372
8/19/2009,23.2,87.5,8.5,185.5,2.25,71.25,3.4,5.8,,7.520662661
8/20/2009,23.6,88.25,8.5,190.5,2.24,72.5,3.4,5.7,,7.933885884
8/21/2009,23.7,89,8.45,192,2.26,72.25,3.55,5.6,,8.512398397
8/24/2009,24.4,89.75,8.45,192.5,2.24,74.25,3.725,5.65,,8.264464463
8/25/2009,24.7,86.5,8.4,194,2.26,73.5,3.8,5.8,,8.760332331
8/26/2009,24.6,85.5,8.35,193.5,2.43,72.25,3.875,5.85,,9.008266264
8/27/2009,24.4,86,8.35,193.5,2.48,71.5,3.775,5.85,,9.256200198
8/28/2009,24.7,86.5,8.35,194.5,2.47,73,3.75,5.85,,9.256200198
8/31/2009,24.4,86.25,8.45,194,2.48,72.5,3.65,6,,8.760332331
9/1/2009,24.3,86,8.6,192,2.48,73.5,3.65,6.1,,8.677687686
9/2/2009,23.8,87,8.55,191.5,2.46,73.5,3.65,6.3,,8.595043041
9/3/2009,24,90.75,8.75,197,2.43,73.5,3.8,6.6,,8.512398397
9/4/2009,24,93,8.7,205,2.37,72.5,3.725,6.5,,8.595043041
9/7/2009,24.5,93.5,8.7,210,2.4,74.25,3.775,6.7,,8.760332331
9/8/2009,25.3,94.5,8.75,220,2.42,76.75,3.9,6.65,,8.842976975
9/9/2009,26,95,8.6,217,2.39,76.75,3.95,6.5,,8.760332331
9/10/2009,26.4,98.25,8.75,218,2.41,77,4.025,6.5,,8.760332331
9/11/2009,26.5,97,8.85,219,2.41,78,4.4,6.75,,8.842976975
9/14/2009,25.7,96.5,8.75,215,2.4,77,4.275,6.85,,8.677687686
9/15/2009,26.5,96,9,219,2.4,76.75,4.225,6.9,,8.92562162
9/16/2009,26.6,96,9.2,226,2.4,77.25,4.275,7.05,,8.842976975
9/17/2009,26.5,96,9.45,229,2.4,78,4.3,6.95,,8.842976975
9/18/2009,26.6,97,9.45,229,2.4,78.75,4.275,7,,9.421489488
9/21/2009,26.4,96.25,9.4,231,2.41,77.75,4.275,7.05,,9.586778777
9/22/2009,26.7,97,9.65,236,2.48,78.25,4.375,7.2,,9.917357355
9/23/2009,26.8,96.5,9.9,236,2.48,79.75,4.45,7.3,,10.41322522
9/24/2009,26.5,96.5,10.1,233,2.47,81.75,4.35,7.2,,10.16529129
9/25/2009,26.2,95.75,10.05,229,2.44,81.25,4.275,7.5,,9.917357355
9/28/2009,25.7,93.25,9.8,224,2.42,79.25,4.175,7.6,,9.586778777
9/29/2009,25.9,93.5,10.1,227,2.48,80.75,4.225,7.85,,10.33058058
9/30/2009,26.2,94.25,10.05,222,2.575,82.5,4.225,7.95,,10.24793593
10/1/2009,26.3,95.25,9.95,223,2.55,85.5,4.25,8.5,,10.24793593
10/2/2009,26.1,96.25,10.05,220,2.625,84.25,4.275,8.7,,10.49586987
10/5/2009,25.8,94,9.95,218,2.625,83.75,4.25,8.65,,10.16529129
10/6/2009,26.4,94,10,224,2.625,87.25,4.3,8.8,,9.917357355
10/7/2009,26.8,93.75,10,231,2.575,89.5,4.35,8.7,,9.834712711
10/8/2009,26.7,94.25,9.95,230,2.575,89,4.525,8.9,,10.000002
10/9/2009,26.9,93.75,9.95,229,2.575,90.5,4.475,9,,10.000002
10/12/2009,27,93.25,10.15,228,2.625,90,4.4,9.5,,10.16529129
10/13/2009,27.3,91.5,9.95,225,2.6,89,4.4,9.6,,10.16529129
10/14/2009,26.7,90.5,9.95,223,2.49,86.5,4.2,9.45,,9.752068066
10/15/2009,25.5,87,9.25,209,2.42,80.75,3.775,8.6,,9.338844843
10/16/2009,26.2,92.25,9.6,214,2.49,83.75,4.05,9,,9.586778777
10/19/2009,26.5,92.25,9.55,217,2.525,86.5,4.2,9.55,,9.834712711
10/20/2009,26.1,90.5,9.5,219,2.44,85.75,4.125,9.35,,9.586778777
10/21/2009,25.6,90,9.45,216,2.43,84,4.1,9.1,,9.256200198
10/22/2009,25.5,88,9.3,212,2.4,81.75,4,8.9,,9.008266264
10/26/2009,25.8,87.5,9.15,212,2.39,82,3.95,9.1,,9.173555554
10/27/2009,25.7,88.5,9.4,211,2.47,82.75,4.05,9.65,,9.173555554
10/28/2009,25.1,88.5,9.35,210,2.49,81.75,3.9,9.25,,8.92562162
10/29/2009,24.3,88.25,9.4,204,2.45,79,3.8,9.5,,8.595043041
10/30/2009,24,86.25,9.5,204,2.42,77.75,3.85,9.65,,8.842976975
11/2/2009,23.3,87,9.45,208,2.42,78.5,3.9,9.5,,8.760332331
11/3/2009,22.8,84.5,9.6,204,2.44,76.25,3.8,9.3,,8.760332331
11/4/2009,23.6,85.25,9.65,209,2.43,79.25,3.875,9.5,,9.173555554
11/5/2009,23.4,84.25,9.55,210,2.42,78.75,3.8,9.4,,9.008266264
11/6/2009,24.3,85.25,9.55,217,2.43,81.75,3.9,9.55,,9.338844843
11/9/2009,25.2,88.5,9.85,219,2.46,82.75,4,9.8,,9.586778777
11/10/2009,24.8,88.25,9.85,215,2.48,82.5,3.95,9.7,,9.338844843
11/11/2009,25,89.5,10,218,2.5,83,3.975,10.2,,9.504134132
11/12/2009,23.6,86.5,9.7,214,2.43,81.5,3.825,10.2,,9.173555554
11/13/2009,23.6,85,10.45,212,2.49,82,3.875,10.9,,9.090910909
11/16/2009,23.8,85.5,11,219,2.48,82.75,3.85,11.6,,9.173555554
11/17/2009,23.9,85.25,10.75,222,2.47,83.75,3.825,11.3,,8.92562162
11/18/2009,23.9,85.25,10.65,220,2.46,85.5,3.825,11,,8.760332331
11/19/2009,23.3,85,10.65,217,2.49,84,3.75,10.9,,8.760332331
11/20/2009,23.1,85.5,10.45,213,2.49,82.5,3.8,10.7,,8.595043041
11/23/2009,22.9,84.5,10.65,215,2.48,80.75,3.825,10.6,,8.842976975
11/24/2009,22.1,80.75,10.55,212,2.45,80.25,3.65,10.5,,8.512398397
11/25/2009,22.9,83.5,10.6,218,2.47,83.25,3.775,10.8,,8.842976975
11/26/2009,22.3,80.75,10.5,224,2.46,82.25,3.675,10.4,,8.760332331
11/27/2009,22.2,80.5,10.4,222,2.43,81.25,3.675,10.2,,8.595043041
11/30/2009,22.4,81,10.4,226,2.39,86,3.725,10.7,,8.92562162
12/1/2009,23.7,83,10.8,235,2.41,85.5,3.775,10.9,,8.842976975
12/2/2009,22.5,81,10.7,223,2.42,83.5,3.8,10.6,,8.677687686
12/3/2009,22.7,80.75,10.85,223,2.44,85,3.875,10.7,,8.92562162
12/4/2009,22.2,80.75,10.75,221,2.44,83.5,3.925,11,,9.008266264
12/8/2009,22.1,80.75,10.65,217,2.45,83.75,3.85,10.8,,9.256200198
12/9/2009,22.1,81.25,10.75,216,2.45,83,3.825,10.7,,9.256200198
12/11/2009,22.2,84,10.8,220,2.45,84,3.9,10.9,,9.504134132
12/14/2009,22.5,85,11.5,224,2.46,84.25,3.95,10.7,,9.669423421
12/15/2009,22.7,83.5,11.55,228,2.46,83.5,3.95,10.8,,9.586778777
12/16/2009,22.8,83.5,12,225,2.47,84.5,4,11.4,,9.421489488
12/17/2009,22.8,83,11.8,225,2.49,84.5,3.95,11.4,,9.173555554
12/18/2009,22.7,82,11.75,224,2.5,83.5,3.925,11.5,,9.421489488
12/21/2009,22.9,83.5,11.6,225,2.49,83.25,3.875,11.3,,9.421489488
12/22/2009,23.4,84.75,11.65,232,2.5,84.5,3.85,11.4,,9.504134132
12/23/2009,24,85,11.7,235,2.525,85,3.875,11.3,,9.504134132
12/24/2009,23.8,84.5,11.75,234,2.525,84.75,3.95,11.3,,9.586778777
12/25/2009,24.1,85,11.8,236,2.55,85,4,11.2,,9.669423421
12/28/2009,24.4,85,12.05,237,2.55,84.75,4,11.2,,9.586778777
12/29/2009,25,86.75,12.2,240,2.5,85.5,3.975,11.5,,9.338844843
12/30/2009,24.6,86.5,12.4,235,2.49,85,3.9,11.4,,9.338844843
1/4/2010,24.5,86.5,12.2,233,2.5,84.5,3.875,11.3,,9.256200198
1/5/2010,24.4,85.75,11.95,233,2.5,84.5,3.9,11.1,,9.338844843
1/6/2010,24.5,84.75,11.85,230,2.48,85.75,3.95,11.3,,9.752068066
1/7/2010,24.4,83.5,11.75,226,2.48,86.75,4,11.3,,10.000002
1/8/2010,24.6,83.75,12,227,2.5,88,4,11.7,,10.16529129
1/11/2010,24.9,84,12,236,2.48,87.5,4.025,12,,9.917357355
1/12/2010,24.7,83.75,12.5,231,2.49,88,3.975,12.7,,9.752068066
1/13/2010,24.6,84,12.2,233,2.5,88,4.05,12.7,,9.752068066
1/14/2010,24.7,84.75,12.15,231,2.5,87.75,4.125,12.4,,9.834712711
1/15/2010,24.7,84.25,12.25,228,2.575,86.5,4.2,12.5,,9.586778777
1/18/2010,24.7,83.75,12.15,227,2.575,86,4.375,12.5,,9.669423421
1/19/2010,24.2,83.25,12.05,225,2.49,84.75,4.1,12.2,,9.421489488
1/20/2010,23.8,84.25,12.1,225,2.5,84,4.2,12.6,,9.173555554
1/21/2010,23.1,83.25,11.95,222,2.525,82.5,4.1,12.2,,9.173555554
1/22/2010,22.9,84.75,11.8,225,2.5,82.25,4.075,12,,9.090910909
1/25/2010,22.6,84.75,12.05,216,2.49,83.75,4.1,12.1,,9.008266264
1/26/2010,22.2,83.25,11.8,217,2.45,82,3.975,11.8,,9.008266264
1/27/2010,21.7,82.25,11.3,215,2.4,81.25,3.975,11.5,,8.512398397
1/28/2010,22,82.75,11.4,217,2.38,81.5,3.8,11.2,,8.512398397
1/29/2010,22.3,83,11.5,218,2.39,82.5,3.9,11.5,,8.92562162
2/1/2010,22.4,82,11.55,218,2.41,82.5,3.9,11.4,,9.008266264
2/2/2010,21.9,82.25,11.8,215,2.38,81.75,3.85,11.5,,9.173555554
2/3/2010,22.5,83,11.9,217,2.4,84,3.925,11.9,,9.338844843
2/4/2010,22.2,83,11.95,217,2.41,82.25,3.875,11.9,,9.173555554
2/5/2010,21.8,82.75,11.65,215,2.39,79.5,3.825,11.5,,9.173555554
2/8/2010,21.7,83,11.75,214,2.35,78.5,3.825,11.8,,8.92562162
2/9/2010,21.4,84,11.8,211,2.36,79.5,3.85,11.6,,8.842976975
2/10/2010,21.6,84,11.85,212,2.4,79.75,3.85,11.6,,8.842976975
2/11/2010,22,83.75,11.85,214,2.42,79.75,3.95,11.9,,9.090910909
2/12/2010,22.1,88.25,12,214,2.43,79.75,4,11.9,,8.92562162
2/15/2010,21.6,88.75,11.85,212,2.4,77.75,3.925,11.6,,8.842976975
2/16/2010,21.6,89,11.9,212,2.39,79,3.875,11.6,,8.760332331
2/17/2010,21.8,89,12.05,213,2.38,80,3.875,11.8,,8.677687686
2/18/2010,21.8,88.25,12.1,212,2.39,80,3.875,12,,8.677687686
2/19/2010,22.4,88,11.95,217,2.38,79.75,3.925,11.9,,8.677687686
2/22/2010,22.7,88.25,12.05,217,2.4,80.5,3.975,11.9,,8.677687686
2/23/2010,23.3,88.5,12.1,220,2.44,83,4.05,12.5,,8.760332331
2/24/2010,23.1,88,12.05,220,2.43,84.75,4.025,12.4,,8.760332331
2/25/2010,23.1,87.75,11.85,223,2.45,85.75,3.975,12.3,,8.677687686
2/26/2010,23.2,88,11.8,223,2.46,86.5,3.875,12.3,,8.760332331
3/2/2010,24.1,84.25,11.9,230,2.49,88.75,3.9,12.3,,9.256200198
3/3/2010,24.2,82.25,11.95,231,2.525,88,3.85,12.4,,9.421489488
3/4/2010,23.6,81.25,11.8,231,2.55,87.5,3.825,12.1,,9.338844843
3/5/2010,23.1,76.75,11.75,229,2.525,87.75,3.775,11.9,,9.173555554
3/8/2010,23.5,78,11.7,226,2.525,87.75,3.7,11.3,,9.008266264
3/9/2010,23.7,77,11.8,227,2.5,86.25,3.7,11.5,,9.008266264
3/10/2010,23.7,77.5,12,227,2.43,86.25,3.65,11.9,,9.008266264
3/11/2010,23.7,79.25,12,229,2.44,86.75,3.75,11.8,,9.090910909
3/12/2010,24,81,12,231,2.44,88.25,3.775,11.9,,9.173555554
3/15/2010,24,80.5,12.05,231,2.46,88.5,3.75,12,,9.256200198
3/16/2010,24.6,84.75,12.15,234,2.46,89.75,3.85,12.6,,9.338844843
3/17/2010,25,85.75,12.3,240,2.5,91.75,3.925,12.8,,9.421489488
3/18/2010,24.7,84.75,12.35,238,2.48,91.25,3.85,13,,9.256200198
3/19/2010,25.1,85,12.5,240,2.47,96,3.925,14,,9.338844843
3/22/2010,24.9,84.75,13,244,2.46,97.5,3.875,13.9,,9.256200198
3/23/2010,25.6,85,13,248,2.47,97.25,3.875,14.4,,9.504134132
3/24/2010,25.6,84.5,13.25,248,2.5,98.75,3.875,14.6,,9.338844843
3/25/2010,25.4,85.75,13.375,251,2.525,100,3.875,14.7,,9.090910909
3/26/2010,25.1,86,13.625,249,2.5,98,3.85,14.8,,9.008266264
3/29/2010,24.7,85.25,13.5,247,2.5,94.5,3.775,14.6,,9.008266264
3/30/2010,25.5,85.5,13.875,254,2.575,97.75,3.9,14.9,,9.256200198
3/31/2010,26.2,86.25,13.75,257,2.55,96.5,3.825,15,,9.090910909
4/1/2010,27,87.75,14.125,269,2.575,97.75,3.85,15.1,,9.173555554
4/2/2010,27.1,89,14,271,2.55,97.5,3.825,15.2,,9.090910909
4/5/2010,27.3,90,14.125,277,2.6,97.75,3.825,15.3,,9.008266264
4/7/2010,27.9,92,14.125,269,2.6,102.5,3.775,15.5,,8.677687686
4/8/2010,26.7,88.75,13.875,258,2.55,96,3.6,14.9,,8.264464463
4/9/2010,26.9,90,14,263,2.6,97.25,3.7,15.2,,8.595043041
4/12/2010,25.6,78.75,13.75,252,2.575,92,3.55,14.9,,7.85124124
4/16/2010,24.7,74,13,237,2.5,84.75,3.375,14.3,,7.561984983
4/19/2010,24.5,74,13.125,237,2.46,85.25,3.125,13.9,,7.479340339
4/20/2010,26,78,13.875,258,2.47,91.5,3.475,15,,7.975208207
4/21/2010,25.5,76.5,13.75,260,2.5,91,3.4,14.7,,7.768596595
4/22/2010,25.6,76.25,14,259,2.49,93.25,3.425,14.8,,7.85124124
4/23/2010,25.3,75.75,14.25,258,2.48,91.75,3.425,14.7,,7.892563562
4/26/2010,25.8,76,14.125,265,2.49,91.75,3.475,15.1,,7.809918917
4/27/2010,25.6,75.25,14.125,263,2.525,90.75,3.4,15.3,,7.727274273
4/28/2010,25,74,14,258,2.48,89.75,3.375,15.3,,7.85124124
4/29/2010,25.1,74.25,14,260,2.48,89.5,3.375,14.9,,8.016530529
4/30/2010,25.7,75.75,13.875,264,2.49,90.25,3.425,15.5,,7.85124124
5/4/2010,26.9,77,14.875,274,2.575,97.25,3.7,16.7,,8.760332331
5/6/2010,26.3,77.25,14.5,266,2.575,93.5,3.725,17.3,,8.595043041
