,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
8/7/2015,31.5,241,48.25,522,19.6,176.5,29.1,20.6,,26.75
8/10/2015,31.3,242,48.25,516,19.5,177,28.4,20.4,,27
8/11/2015,30.8,233,49.75,520,19.5,174.5,27.3,20.3,,26.75
8/13/2015,30,235,50.5,522,19.5,171,27.8,20.5,,27
8/14/2015,30.2,235,50.5,520,19.8,173,28.3,20.3,,26
8/17/2015,29.7,234,50.25,520,19.3,173.5,28.7,20.2,,25.5
8/18/2015,28,229,49.25,518,18.6,171,26.8,20.4,,23.7
8/19/2015,27.3,230,48.5,520,18.8,173.5,26.2,20.2,,24.5
8/20/2015,25.8,233,48,516,19.1,173.5,26.8,19.7,,25
8/21/2015,26.5,237,47.5,508,18.9,172.5,26.5,19.1,,25.25
8/24/2015,24,229,46.5,476,18.2,163.5,25.4,17.8,,24.1
8/25/2015,25.2,229,47.5,484,18.2,167.5,26.3,17.5,,25.25
8/26/2015,24.9,228,47,470,18.2,172.5,26.5,18.7,,25.5
8/27/2015,25.9,230,49.25,476,18.7,180,27.2,19.1,,25.5
8/28/2015,26.9,230,49.75,486,19.4,178,27.1,19.3,,25.25
8/31/2015,26.8,238,51,480,19.5,180.5,27.6,19,,26.5
9/1/2015,26.4,235,50.5,478,19.2,179,27.4,18.6,,27
9/2/2015,26.6,238,51.25,496,19.1,181,27.7,18.6,,27
9/3/2015,26.4,241,50.25,504,20,181.5,28,18.7,,28
9/4/2015,26,238,49.25,504,19.8,181,27.7,18,,27.5
9/7/2015,26,240,50,500,19.6,178.5,27.6,18,,27.75
9/8/2015,26,239,50.5,494,19.6,179,28.1,18.7,,28
9/9/2015,26.3,239,50,498,19.7,184,28.7,19.4,,28.25
9/10/2015,25.6,238,50.25,500,19.3,184.5,28.5,20.2,,28
9/11/2015,25.1,237,49.25,494,19.2,180,28.1,20.3,,27.5
9/14/2015,24.6,237,50,488,19.3,180,27.1,21.2,,27.5
9/15/2015,24.7,240,49.25,490,19,178.5,27.1,20.8,,27.25
9/16/2015,25,236,49.5,496,19.3,179,27.7,20.8,,27.75
9/17/2015,25.5,234,49.75,498,19.2,180.5,27.9,21.4,,28.25
9/18/2015,25.3,233,49.5,490,19.3,182.5,28,21.6,,28
9/21/2015,25.6,234,49.5,492,19.3,184,27.9,22.2,,28.25
9/22/2015,25,230,49.25,492,19,183.5,27.6,22.1,,28.75
9/23/2015,25.2,230,49,472,18.9,182.5,27.6,22.1,,28.5
9/24/2015,24.7,228,49.25,476,18.8,181,27.9,22.5,,28.5
9/25/2015,25,230,49.75,466,18.8,182,28.2,22.4,,29
9/28/2015,24.5,228,48.25,456,18.6,177.5,27.8,21.5,,28.5
9/29/2015,24.3,227,47.5,460,18.6,175,27.8,20.6,,28.5
9/30/2015,24,226,47.75,464,18.5,171,28.1,20.7,,28.75
10/1/2015,24.1,228,49,458,18.7,168,28,20.8,,28
10/2/2015,24.6,226,49,462,18.7,169,28.2,21.1,,27.75
10/5/2015,25.3,219,50,466,18.9,171,29.3,21.2,,28.75
10/6/2015,25.3,225,50.25,472,19,174,29.4,21.1,,29.75
10/7/2015,26.8,226,50.5,488,19.3,177.5,29.5,21,,30.75
10/8/2015,26.6,233,50.5,478,19.3,178.5,29.5,21.3,,30.25
10/9/2015,27.2,236,50.25,482,19.4,184.5,29.6,21.5,,30.5
10/12/2015,27,235,50,480,19.5,184,29.3,21.8,,30.75
10/13/2015,26.5,237,50.25,474,19.4,185,29.4,21.5,,30.75
10/14/2015,26.2,232,49.75,470,19.3,183,29.5,21.4,,30.25
10/15/2015,26.5,234,49.5,482,19.6,189,30,21.7,,30.5
10/16/2015,26.6,230,49.75,482,19.3,188,30.1,21.8,,30.75
10/19/2015,26.7,230,49.75,476,19.5,189.5,29.8,22,,31
10/20/2015,27,232,50,476,19.4,187.5,30,21.8,,30.75
10/21/2015,26.9,231,49.75,470,19.5,185,30,21.6,,30.75
10/22/2015,26.9,232,49.75,476,19.3,185.5,29.8,21.7,,30.25
10/26/2015,28.1,233,50,474,19.4,181.5,30.2,21.7,,30.75
10/27/2015,28.5,239,49.75,472,19.4,179,30.1,21.5,,31.5
10/28/2015,28.3,238,49.75,468,19.4,176,29.9,20.9,,31.5
10/29/2015,28.2,230,50,456,19.3,172.5,29.5,20.7,,30.5
10/30/2015,27.5,233,50,454,19,172.5,29.8,20.7,,30.5
11/2/2015,28.6,234,50,464,19.3,178,30.4,20.9,,31.25
11/3/2015,28.7,233,50.25,464,19.3,177,30.5,21,,31
11/4/2015,29.9,233,50,468,19.3,177.5,30.7,20.6,,32.5
11/5/2015,29.4,230,49.75,466,19.4,177,30.8,20.6,,31.5
11/6/2015,29.6,228,49.75,466,19.4,177,30.8,20.5,,33.25
11/9/2015,28.6,228,49,464,19.1,176.5,30.9,20,,33.25
11/10/2015,27.8,229,49,456,19.4,175,31.1,20.1,,33.5
11/11/2015,27.8,226,49.75,456,19.1,173.5,30.6,19.9,,33.25
11/12/2015,28.3,211,50,452,19.1,177.5,30.7,19.5,,33.25
11/13/2015,27.6,213,49.5,462,19.2,175,31.1,20.2,,32.5
11/16/2015,27.4,215,50,462,19.3,174,31.2,20.8,,33.5
11/17/2015,27.1,213,49.75,464,19.5,172.5,31.5,22.2,,34
11/18/2015,26.3,212,49.25,456,19.8,172.5,31.3,21.6,,33.5
11/19/2015,26.9,212,49.5,460,19.9,168.5,31.8,22,,34
11/20/2015,27.5,212,49.75,462,19.9,170,32.3,21.9,,34
11/23/2015,27.1,212,49.25,462,19.9,170,31.9,22.4,,35.5
11/24/2015,26.9,208,49,462,20.2,169,31.9,21.7,,35
11/25/2015,27,205,48.5,460,20.1,170,31.3,21.7,,34
11/26/2015,26.8,198.5,48,454,19.8,168.5,31.1,20.8,,34.5
11/27/2015,26.5,206,47.5,450,19.8,168,30.6,20.4,,34.75
11/30/2015,25.6,199.5,47,450,20.3,171,31.1,20.9,,36.75
12/1/2015,25.3,205,47,450,20.1,169,32.4,20.7,,36.75
12/2/2015,25,202,46.75,442,20.1,167,32.2,19.7,,34.75
12/3/2015,25.7,206,44.25,450,20.4,167,32,19.8,,34.5
12/4/2015,25.2,202,43,446,20.9,166,32.2,20,,35.5
12/8/2015,24.1,200,41,438,20.7,160.5,31.8,19.3,,36
12/9/2015,23.2,200,41,432,21,157.5,31.4,18.7,,37.25
12/11/2015,22,192.5,41.75,426,21.2,153.5,32.7,18.2,,36.75
12/14/2015,22.4,194,41.75,424,21.1,152,32.3,17.5,,36
12/15/2015,23.4,215,41.5,434,20.9,154.5,32.3,18.1,,36
12/16/2015,24,203,41.75,450,20.9,154,33.1,17.5,,36.25
12/17/2015,24.2,199,43,452,21.2,153,33.7,17.8,,35.25
12/18/2015,22.5,193,42,438,21.5,150.5,33.7,17.4,,34.25
12/21/2015,23.2,155.5,40.25,444,22,151.5,34.7,17.1,,35
12/22/2015,24,151.5,41.25,444,21.9,147,35,16.5,,36
12/23/2015,24.8,153,41.25,442,22,151,34.1,17.5,,35.25
12/24/2015,25,153.5,41,452,21.9,151.5,34.8,17.6,,35
12/25/2015,24.8,155.5,40.5,452,22,150.5,34.7,17.5,,35.75
12/28/2015,24.7,154,40,456,22.1,152.5,34.4,17.5,,35.5
12/29/2015,23.7,154,39.5,456,22.1,151,35,18.1,,36
12/30/2015,24.4,152,39.25,460,22.3,150.5,34.6,18.3,,36.25
1/4/2016,23.8,143,39,450,22,147.5,34.3,17.6,,35
1/5/2016,22.7,131,40.25,440,22.1,146,34,18,,34
1/6/2016,22.8,137.5,41,432,22.1,148,34,17.6,,33.5
1/7/2016,20.9,134.5,40,412,21.5,144,33.7,17.3,,32.5
1/8/2016,21.5,144,41.5,422,21.5,146.5,33.8,17.5,,32.5
1/11/2016,21.1,144.5,41.5,416,21.3,147.5,33.3,18,,31.25
1/12/2016,21.4,149,43,412,21.8,154.5,34.4,19.1,,32
1/13/2016,22.7,148.5,42.5,414,21.6,163,34.5,19,,32.75
1/14/2016,21.9,144.5,41.5,414,21.6,159.5,34.4,18.6,,32.5
1/15/2016,20.6,144.5,41.5,408,21.2,154,34.6,18.2,,31.75
1/18/2016,19.8,145.5,41.75,402,21.3,152.5,35.1,18.1,,32
1/19/2016,21.1,154,42,412,21.5,160,34.8,18.9,,32.5
1/20/2016,20,157.5,40.75,408,21.3,160,34,18.3,,32
1/21/2016,20.4,157.5,39.75,402,21.3,162.5,34.9,18.2,,31.25
1/22/2016,21.8,159,40.25,410,21.5,163,35,18.2,,33
1/25/2016,22.2,155,41.5,420,21.9,157.5,34.7,17.9,,32.75
1/26/2016,21.9,158,41,422,21.6,158,35.1,18.3,,32.5
1/27/2016,22.2,158,41,430,21.8,161.5,35.6,18.9,,32.5
1/28/2016,23.5,160.5,40.5,426,22.1,164.5,37,19.1,,32.5
1/29/2016,23.6,169,40.75,432,22,169.5,37.8,19.5,,33.75
2/1/2016,24,169.5,40.25,426,21.9,168,37.2,18.7,,33
2/2/2016,23.2,168.5,42,410,21.6,165,37.2,19,,33
2/3/2016,23.4,171.5,41.75,418,21.7,164,36.9,19.6,,33.25
2/4/2016,23.8,166,42.5,422,21.7,165,37.4,19.4,,34.75
2/5/2016,24.2,165.5,42.75,426,21.9,169,37.5,19.2,,36
2/8/2016,24,165,41,426,21.9,169,37.4,19.1,,35.25
2/9/2016,24.1,165,40.75,426,21.7,165.5,37.2,19.3,,35.25
2/10/2016,23.6,167.5,41,426,21.6,166.5,36.9,19.1,,35.75
2/11/2016,22.8,168,40.75,424,21.1,163.5,36.8,18.7,,34.75
2/12/2016,23,166.5,40.25,426,21.1,161,36.6,18.8,,34.25
2/15/2016,23.5,167,41,428,21.2,163,36.9,19.3,,34.5
2/16/2016,23.8,166,40.5,424,21,163.5,38,18.9,,35.5
2/17/2016,24.3,165,41,422,20.9,162,39.6,18.2,,35
2/18/2016,25,168,40.75,430,20.7,164.5,40,18.7,,35
2/19/2016,25.8,170,43,452,21.3,168.5,40,18.8,,36.25
2/23/2016,26.2,171,42.75,452,21.5,171.5,40.4,18.9,,35.75
2/24/2016,25.8,172,42.5,452,21.6,173,41,19.2,,36
2/25/2016,26.1,172,44,458,21.6,171.5,39.5,19.2,,35.75
2/26/2016,26.4,174,44.5,452,21.5,173,40,19.3,,36
2/29/2016,26,170.5,43.25,442,21.6,170.5,39.9,19,,36
3/1/2016,26.8,172,44.75,454,21.7,172.5,40.4,19.4,,36
3/2/2016,27.3,175,46.25,456,22.1,177,41.2,20,,36
3/3/2016,27.2,180,47.75,464,22.3,178,42.2,21.4,,36
3/4/2016,27.7,179.5,47.5,460,22.1,181,42.2,21.2,,36
3/7/2016,28.6,185,47,468,22.4,182.5,42.2,21.8,,36.25
3/8/2016,28.1,175.5,45.75,462,22.1,182.5,40.4,21.7,,36
3/9/2016,28.1,179.5,46.5,472,22,181.5,41.2,21.6,,36
3/10/2016,27.5,177.5,45.25,464,21.9,177.5,40.6,21.3,,35.5
3/11/2016,28.1,177,46,468,22.2,180.5,41.2,21.9,,36.25
3/14/2016,27.6,172.5,46.25,470,22.3,184.5,41.6,21.9,,36.25
3/15/2016,27,167.5,45.5,464,22.3,182,41.2,21.5,,35.75
3/16/2016,27.1,168,44.25,460,22.3,173,40.2,21.1,,35.25
3/17/2016,27.8,168.5,45.25,460,21.7,171.5,40.2,21.4,,35
3/18/2016,28.2,171,45.25,460,22.1,173.5,40.6,21.7,,34
3/21/2016,28.7,177,45.5,460,22.7,175,40.4,21.6,,35
3/22/2016,28.8,190,44.75,458,22.5,174.5,39.4,21.8,,35.25
3/23/2016,29.1,188.5,46,464,23.1,178,39.7,23.3,,35.5
3/24/2016,28.5,186.5,45.5,460,23,175.5,40,23.9,,35.75
3/25/2016,28.3,183.5,44.5,456,22.8,173.5,39.6,23.4,,35
3/28/2016,28.4,184,44.75,458,22.8,169,39.7,23,,35
3/29/2016,28.4,186,44,458,22.4,169,39.3,23.7,,36.25
3/30/2016,28.7,189,45.75,464,23.3,173,39.9,24.1,,36.75
3/31/2016,28,182,45.75,466,23.4,173,40.2,24.4,,37
4/1/2016,27.8,178.5,45.75,468,23.5,169,39.6,24.4,,36.75
4/4/2016,28,175,45.75,458,23.8,168,39.1,25.25,,38
4/5/2016,27.5,163,44.75,450,23.9,160,38.8,25,,37.25
4/7/2016,27.2,153,44.5,448,23.9,156.5,37.6,24.4,,36.75
4/8/2016,28,157,44.5,454,23.7,158,39,24.7,,36.25
4/11/2016,28.4,151.5,43.75,444,24,159.5,38.7,24.6,,36.75
4/12/2016,28.6,152.5,44.25,450,24.2,159.5,39.3,25.5,,38.25
4/18/2016,28.8,151,45.25,466,24.2,162.5,39.7,25.5,,39
4/19/2016,29.8,155.5,46,488,24.2,162,40.4,26.5,,39.5
4/20/2016,30.3,155,46,488,24.2,161,40.4,26.5,,39
4/21/2016,31.3,155.5,46.25,486,24.5,166,40.2,25.75,,38.5
4/22/2016,31,154.5,46,482,24.2,162,40.6,25.5,,38
4/25/2016,30.3,154.5,46,478,24.5,162,40.6,25,,39
4/26/2016,30.2,156,46,488,24.6,163.5,40.6,25.75,,38.5
4/27/2016,30.3,154,46.25,492,24.6,162,40.2,25.25,,37.5
4/28/2016,30.3,154,45.5,484,24.2,162,39.3,24,,37
4/29/2016,30.4,156,45.75,488,23.8,166,39.2,23.8,,37.25
5/3/2016,29.7,155,46,482,23.9,165,39.5,23.5,,36
5/4/2016,29.3,154.5,46.5,482,24.2,163,39.4,23.2,,36.75
5/9/2016,29.9,151,47,490,23.9,163,39.6,25,,37.75
5/10/2016,29.4,151,48.25,490,23.9,161,39.1,26,,38
5/11/2016,29.2,148.5,47.25,486,23.9,158,38.8,26,,38.5
5/12/2016,30.5,148,48,492,24.1,159.5,39.6,28,,38
5/13/2016,30,146.5,48,482,23.8,159,39.6,28,,39
5/16/2016,30.7,146.5,49,490,23.5,160,39.1,28.5,,38.75
5/17/2016,31.2,159.5,49,490,23.5,163.5,39.5,28.5,,38
5/18/2016,31.1,157,49,484,23.8,162,39.3,29,,38.5
5/19/2016,30.3,156,48,480,23.8,159,39.3,29,,38.25
5/23/2016,29.9,151,48,472,24.1,161.5,39.6,29,,38.75
5/24/2016,29.5,152,47.75,466,24.3,161.5,39.4,28.75,,39
5/25/2016,30,154,48.25,472,24.2,164,39.6,29,,39
5/26/2016,30.5,158,47.75,468,24,166,39.3,29.75,,39
5/27/2016,30.7,159.5,48,474,24.3,168,39.3,29.75,,39.75
5/30/2016,31,163.5,49,480,24,173,39.3,29.5,,40
5/31/2016,30.1,165,49.75,484,24.1,174,39.6,29.25,,39.25
6/1/2016,29.9,162.5,49,478,23.9,173,39,28.5,,38.75
6/2/2016,30.5,163,49,482,23.7,173,38.7,28.75,,39
6/3/2016,30.6,162,49.5,486,24.1,175.5,39,29.75,,39.5
6/6/2016,30.8,165,49.25,488,24.1,176,38.7,30,,40.5
6/7/2016,30.9,164.5,50,486,24,176.5,38.7,29,,41.5
6/8/2016,31.7,164.5,49.75,480,24,173.5,38.9,29.75,,40.5
6/9/2016,31.9,162,48.5,478,23.9,170.5,38.6,29,,40
6/10/2016,31.7,161.5,48.25,478,23.8,169.5,38.7,28.75,,39.25
6/13/2016,31.6,161.5,47.5,476,23.7,165.5,38.6,28.75,,38.75
6/14/2016,31.7,163,47.75,474,24,167,38.7,28.75,,38.75
6/15/2016,31.9,162.5,48.25,470,23.9,167.5,39,28.75,,38.75
6/16/2016,31.3,156,48,466,23.8,162.5,38.4,27,,37.75
6/17/2016,31.7,157.5,48.5,466,23.8,163,38.5,28.25,,37.75
6/20/2016,31.8,156.5,48,474,23.8,161,38.5,27.75,,39.25
6/21/2016,31.9,157.5,49,476,23.9,164,38.6,28.75,,40
6/22/2016,32,157.5,48.25,476,23.5,164,38.9,28.25,,39.5
6/23/2016,32.4,159.5,49.25,480,23.8,169,39.2,28.25,,40
6/24/2016,30.8,158,49,470,23.6,166,38.3,27.75,,38.5
6/27/2016,30.9,157.5,49,476,23.6,167,38.8,27.25,,38.75
6/28/2016,31.2,156.5,49.25,482,23.7,169.5,38.9,27.75,,39.25
6/29/2016,31.2,157,49.5,474,23.7,174.5,38.7,28.75,,39
6/30/2016,31.3,158,50.25,476,23.9,170,39,28.75,,40.25
7/4/2016,31.4,158,51.75,476,23.9,177.5,39.1,28.25,,40.25
7/5/2016,31.2,158.5,51.25,472,24,179.5,39.2,27.5,,39.25
7/6/2016,31,158.5,51.25,476,23.9,177.5,38.7,27.75,,39.5
7/7/2016,31.4,160,51.5,476,23.8,177,38.5,27,,39.25
7/8/2016,31.2,161,53,474,23.7,175,38.5,26.5,,40.5
7/11/2016,30.9,169.5,51.75,478,23.7,178.5,38.5,28,,40.25
7/12/2016,31.3,169,52,482,23.5,178.5,38.4,27.5,,41.5
7/13/2016,31.5,169,52.5,488,22.7,177,38.4,28,,41.5
7/14/2016,32.4,172,52,490,23.2,178.5,38.3,28,,43
7/15/2016,32.7,170,51.75,490,23.1,180,38.3,28.25,,41.75
7/20/2016,33.7,175.5,50.75,508,23,182,39.1,28.75,,42.25
7/21/2016,33.6,175,51,500,23,182,39.3,28.75,,42
7/22/2016,34.2,175,51.5,510,23.3,179,39.3,28.75,,42
7/25/2016,33.9,175.5,52.25,510,23.1,181,39.7,28.25,,41.5
7/26/2016,32.9,174.5,52,504,23.1,179.5,39.4,27.75,,41
7/27/2016,33,176.5,52.5,514,23.1,184,39.7,28,,41.5
7/28/2016,33.4,176.5,52,512,22.8,195,39.6,28.5,,41
7/29/2016,33,178,51.75,510,22.5,197.5,39.5,28,,40.75
8/1/2016,32.7,177,52.5,510,21.6,195,39.6,27,,40.5
8/2/2016,31.9,174,52.25,514,21.6,191,39.2,27.5,,40.75
8/3/2016,32.1,175.5,52,516,22.4,193,39.2,28,,41
8/4/2016,33.2,176,52,512,22.6,189,39,27.75,,40.75
8/5/2016,33.5,178,52,514,22.6,190.5,39.5,28.75,,41
8/8/2016,33.7,185,53.25,518,22.7,200,41.2,29.25,,41
8/9/2016,33.8,186,53.25,520,22.3,201,41.6,28.75,,40.5
8/10/2016,33.7,186,54.75,524,22.5,200,41.6,29.75,,41.75
8/11/2016,33.8,184.5,59.25,530,22.3,199.5,42,31.5,,41.5
8/15/2016,34.4,179,59.25,534,22.2,200,41,31.5,,39.75
8/16/2016,34.4,173,60.25,520,22.5,197.5,40.8,31.75,,39.25
8/17/2016,34.2,172.5,59.75,518,22.6,194.5,40.2,32.25,,39.5
8/18/2016,34.7,172.5,60.25,520,22.8,197,40.4,32.5,,39.5
8/19/2016,34.9,172,60.25,512,22.8,195,39.7,32.5,,40
8/22/2016,35,171.5,60.5,514,23,197,40.2,31.75,,39.5
8/23/2016,34.5,172,59.75,510,23.2,196,40.6,32.5,,40
8/24/2016,34.7,173.5,60.75,518,23.2,198,40.6,32.25,,39.75
8/25/2016,34.6,171.5,62.25,516,23,195,41.2,33.25,,40.75
8/26/2016,35.1,171,62,514,23.2,198,40.6,33,,41.5
8/29/2016,35.2,166.5,61.75,518,23.4,197.5,40.6,31.25,,41.5
8/30/2016,35.4,166,61.25,520,23.4,198,40,32,,41.25
8/31/2016,34.9,165.5,62.25,530,23.5,197.5,40.2,32.5,,41.25
9/1/2016,34.5,164.5,61.75,548,23.5,199,39.7,31.75,,40.75
9/2/2016,33.5,164,61.75,538,22.6,193,40.2,31.75,,39.75
9/5/2016,33.3,163,60.5,538,22.7,189,39.5,30.25,,39
9/6/2016,33.3,162.5,60.5,536,22.7,189,39.7,31.5,,38.75
9/7/2016,33.3,160,60.5,522,22.6,190,40,31.25,,38.75
9/8/2016,33.3,158,59.25,514,22.6,188,39.5,30.75,,38
9/9/2016,32.5,156.5,57.5,516,22.4,185.5,39.7,31.25,,38
9/12/2016,31.1,153,56.75,516,21.8,180,39,29.75,,36.75
9/13/2016,32.3,158,58.75,526,22,186,39.5,30.5,,37.5
9/14/2016,32.1,158,58.75,526,22.2,189,39.8,30.75,,37.75
9/15/2016,31.9,160.5,59.5,522,22.2,188,39.7,30.75,,38.5
9/16/2016,32.6,165,58.5,524,22.7,187.5,40.2,31.25,,38.5
9/19/2016,32.9,166,60.25,524,22.4,188,40.2,31.25,,39
9/20/2016,32.6,163,60,518,22.3,185.5,39.5,31,,39
9/21/2016,33.3,163,59.75,522,22.7,188.5,40,32,,39.5
9/22/2016,33.7,163,61.75,526,22.7,191,40.4,33,,39.5
9/23/2016,33.3,162.5,61.5,520,22.5,187.5,39.7,32,,39.5
9/26/2016,33.1,161.5,61.5,516,22.2,189,39.7,31.75,,39
9/27/2016,33.1,162,61.5,516,22,188,39.9,31.75,,38.75
9/28/2016,32.9,160,60.75,516,22,186.5,39.9,31.25,,38.5
9/29/2016,34.2,162,61.25,520,21.6,189,39.7,31.5,,38.5
9/30/2016,33.9,160,61.5,516,21.8,187.5,39.9,31.75,,39
10/3/2016,34.7,161,61,524,21.9,188,39.8,31.75,,39.25
10/4/2016,34.6,163,62.25,528,22.4,195,39.8,32.75,,39.5
10/5/2016,34.7,163.5,62.5,528,22.5,193,39.6,32.75,,40
10/6/2016,34.7,161.5,63.75,522,22.4,194,39.6,32.75,,40.5
10/7/2016,34.5,160,64,522,22.2,192,39.3,32,,40.75
10/10/2016,33.5,156,61.5,510,21.8,185.5,39,30.5,,39.25
10/11/2016,33.7,153,59.75,500,21.6,185,38,30,,38.25
10/12/2016,33.7,150,59,498,21,182,35.6,29,,36.5
10/13/2016,33.8,150.5,61.75,500,20.8,187,36.2,30.5,,37.25
10/14/2016,35.3,157,61.25,508,21.8,189.5,39.4,31.75,,39
10/17/2016,35.2,157,61,506,21.6,179.5,39.1,32,,38.75
10/18/2016,35.5,155.5,60.5,510,21.5,176,38.5,32,,38.75
10/19/2016,35.4,156,60.75,512,21.5,176.5,38.2,31.75,,38
10/20/2016,35.7,156.5,60.75,512,21.5,178.5,38.2,31.25,,38
10/21/2016,35.2,156.5,61.5,508,21.7,176.5,38.5,31.5,,38.5
10/25/2016,35.4,156.5,62.75,510,21.6,175,38.5,32,,38.5
10/26/2016,34.7,156.5,61.75,506,21.6,172,38.2,31.75,,38.5
10/27/2016,35.1,156,61,500,21.9,173,38.3,32,,38.5
10/28/2016,34.9,155,61.5,496,22.5,172,38.3,31.25,,38.25
10/31/2016,34.6,153.5,60.75,500,22.8,172,38.1,31.5,,38.5
11/1/2016,34.6,154,61.5,510,22.8,170.5,38,31.5,,37.75
11/2/2016,34.2,154,61.25,500,22.6,170,37.8,31.5,,37
11/3/2016,34,153.5,60.5,502,22.8,167,37.2,30.75,,36.75
11/4/2016,33.7,153,60.75,498,22.8,166.5,36.7,30.25,,36.5
11/7/2016,34.6,151,61.5,502,22.8,170,37.8,30.5,,36.25
11/8/2016,34.9,153,61.5,502,23,171.5,37.7,30.75,,37.25
11/9/2016,34.5,152.5,62,498,23,170.5,37.3,30.5,,37.75
11/10/2016,34.1,150.5,63,504,23.1,172,37.4,31.25,,37.25
11/11/2016,33.5,149,61.5,496,22.8,169.5,36.9,30.75,,36.5
11/14/2016,32.7,146,60.5,486,22.2,168,36,29,,35
11/15/2016,33.7,146.5,60.25,482,22,168,36.5,28.75,,35
11/16/2016,33.7,144,61,478,22,166.5,36,28.75,,35
11/17/2016,34,143.5,60.5,472,22,170,36,27.75,,34.5
11/18/2016,34.4,143.5,60.5,464,21.9,170,35.6,27.75,,34
11/21/2016,34.1,143.5,61,472,22.4,170,36.3,28.25,,34.75
11/22/2016,34.4,142,60.25,474,22.9,170,36.6,28.5,,35
11/23/2016,35,144,60.25,478,22.8,171.5,37.2,28.25,,34.75
11/24/2016,34.9,143.5,60,474,22.7,169.5,37.6,28.25,,34.5
11/25/2016,34.8,144.5,60.5,478,22.8,171.5,38.3,28.5,,36.25
11/28/2016,34.4,144.5,60.25,480,22.9,170.5,38.5,29,,36.25
11/29/2016,34.2,145,60.25,474,23,169,38.9,28.75,,35.75
11/30/2016,34.9,144.5,60.25,476,23.3,169.5,40.2,28.75,,37.5
12/1/2016,36.4,143,60.75,478,23.2,170,40.2,28.5,,36.75
12/2/2016,35.6,142,60.25,478,22.9,170,39.7,28.5,,36.75
12/6/2016,36.7,144,60,484,23.3,169,39.9,29.25,,36.75
12/7/2016,36.5,145.5,60.25,482,23.1,171,40,29,,36.25
12/8/2016,36.2,147,60.25,478,22.9,174,39.6,29.25,,36.75
12/9/2016,36.9,147,60,480,22.9,174,39.4,28.5,,36.75
12/13/2016,36.8,147.5,60.25,480,22.8,173,39.6,28.5,,36.75
12/14/2016,36.6,146.5,60.5,484,22.6,171,39.7,28.25,,36.5
12/15/2016,36.2,147.5,61.5,480,22.6,170,39.8,27.5,,36
12/16/2016,36.3,146.5,61.75,480,22.5,170,39.6,28,,35
12/19/2016,36.5,146.5,62.5,480,22.5,171,39.4,28.25,,35
12/20/2016,36.4,145,61.75,482,22.5,171,39.1,28.5,,35
12/21/2016,36.3,145,61.75,476,22.2,171,38.9,28.5,,34.5
12/22/2016,36.3,145,61.5,480,22.3,172,38.9,28,,34.25
12/23/2016,36.5,144.5,60.75,484,22.4,173,38.8,28.75,,34.25
12/26/2016,36.5,145,61.5,482,22.6,174,39.4,28.75,,34.75
12/27/2016,36.5,144,61.25,480,22.6,175,39.3,28.5,,34.75
12/28/2016,36.9,144.5,61,486,22.7,174.5,39.4,28.75,,35.25
12/29/2016,37.5,147,62,490,23.1,176,39.6,29,,35.5
12/30/2016,37.2,147,62.5,496,23.1,177.5,39.8,29.5,,35.75
1/4/2017,38,149.5,65,494,23.3,182,39.8,29.5,,36.5
1/5/2017,38.7,153.5,64.75,500,23,183.5,39.6,29.75,,36.25
1/6/2017,38.9,152.5,63.75,498,22.7,183,39.4,30.25,,36
1/9/2017,38.3,151,62,500,22.7,186,39.4,29.5,,36
1/10/2017,38.8,153,62,498,22.5,189,39.3,30.25,,36
1/11/2017,38.5,155,61.5,502,22.7,190.5,39.1,29.75,,35.5
1/12/2017,38.3,154,61.25,496,22.8,188.5,39.2,30,,35.75
1/13/2017,38.6,155,62,492,22.5,187.5,39.3,30,,36
1/16/2017,38.9,155.5,61.5,488,22.5,185.5,39.4,29.5,,35
1/17/2017,38.7,156.5,61,492,22.5,185,39.4,29.5,,35
1/18/2017,38.5,155,60.25,492,22.3,185,39.2,29.25,,34.75
1/19/2017,38.5,155,59.25,496,22.5,182,39.4,28.5,,34.25
1/20/2017,38.6,155.5,59.5,496,22.3,184,39.4,28.5,,34
1/23/2017,38.9,155,59.25,496,22.5,186,39.3,28.5,,34
1/24/2017,40.8,155,59.25,496,22.4,187,39.8,29,,34.5
1/25/2017,41,161.5,58.75,508,22.4,191,39.8,29.5,,35
1/26/2017,42,162.5,61,514,22.5,190,40.8,28.75,,35.25
1/27/2017,41.8,163,60.75,516,22.5,187.5,40.6,28.75,,35.25
1/30/2017,41.8,162,60.75,510,22.2,189,40.8,29,,34.75
1/31/2017,40.4,159,60.5,506,22.2,188.5,41.4,28.5,,34.75
2/1/2017,40.4,160.5,60,512,22.1,191,41.2,28.25,,34.5
2/2/2017,40.4,160.5,59.5,514,22,189.5,41.6,28,,34.75
2/3/2017,41,160.5,60,520,21.7,191,41.6,28.5,,34.25
2/6/2017,41.6,161.5,61.25,522,21.2,195.5,41.4,28.5,,34.5
2/7/2017,41,163.5,60.75,522,21.3,195.5,41.2,28.5,,34.75
2/8/2017,40.8,170.5,60.5,518,21.1,195.5,42,28.75,,36
2/9/2017,39.4,170,60.25,518,21.3,198.5,40.25,28.5,,36
